代码,日期,开盘,最高,最低,收盘,成交量,成交额,涨数,跌数,MA1,MA2,MA3,MA4,MA5,MA6
SH000001,1994/4/15,630.57,630.83,592.31,626.79,2369344,1347446400,39,123,648.864,665.735,690.781,709.133,746.307,815.127
SH000001,1994/4/18,619.51,619.53,597.73,604.15,1587920,1238669824,38,132,637.884,656.712,684.407,705.324,742.055,813.62
SH000001,1994/4/19,597.78,600.66,571.44,572.73,1710161,1271598592,14,146,619.308,645.71,676.078,700.706,737.683,811.866
SH000001,1994/4/20,560.79,563.24,536.87,540.24,1814449,1281112320,7,153,595.998,631.76,666.83,694.844,733.229,809.881
SH000001,1994/4/21,536.34,588,536.34,582.43,2191990,1677485952,150,7,585.268,622.272,659.737,690.962,729.559,807.863
SH000001,1994/4/22,586.83,599.01,563.79,566.07,3213059,2671824384,29,130,573.124,610.994,652.088,685.918,725.446,805.79
SH000001,1994/4/25,566.63,572.39,555.76,560.8,1931556,1500084096,45,113,564.454,601.169,645.016,678.331,720.806,803.657
SH000001,1994/4/26,565.47,579.91,565.47,579.72,1423888,1188892160,144,7,565.852,592.58,638.656,671.896,716.87,801.716
SH000001,1994/4/27,590.99,598.58,583.29,598.5,2916956,2595940864,152,9,577.504,586.751,633.265,665.384,713.304,799.989
SH000001,1994/4/28,605.98,616.09,593.81,599.63,3579686,2676488704,50,100,580.944,583.106,628.023,659.504,709.655,798.284
SH000001,1994/4/29,598.35,610.95,585.77,592.56,2604835,1740094848,46,117,586.242,579.683,622.709,653.748,706.21,796.435
SH000001,1994/5/3,593.94,605.77,588.95,605.77,1400760,942112128,123,44,595.236,579.845,618.279,649.553,703.469,794.509
SH000001,1994/5/4,615.81,620.94,610.38,619.58,2380003,1902268160,149,17,603.208,584.53,615.12,645.562,701.209,792.621
SH000001,1994/5/5,608.36,609.85,585.23,590.87,1907679,1532605824,15,156,601.682,589.593,610.677,641.084,698.187,790.601
SH000001,1994/5/6,589.23,592.75,575.25,585.8,1776204,1479680128,38,125,598.916,589.93,606.101,636.468,694.947,788.414
SH000001,1994/5/9,587.94,588.38,576.94,581.7,1749043,1076955136,56,112,596.744,591.493,601.243,631.889,691.345,786.045
SH000001,1994/5/10,584.77,595.42,584.54,595.38,1716040,1253771264,150,19,594.666,594.951,598.06,628.328,688.269,783.586
SH000001,1994/5/11,603.27,606.73,589.64,591.18,2548720,2022743040,45,119,588.986,596.097,594.339,624.47,685.243,781.177
SH000001,1994/5/12,586.15,593.7,580.39,582.16,1844336,1379203328,26,142,587.244,594.463,590.607,620.331,682.01,778.631
SH000001,1994/5/13,582.51,590.4,575.28,590.39,1466809,1033986368,150,18,588.162,593.539,588.323,616.528,679.041,776.025
SH000001,1994/5/16,597.12,597.12,588.48,592.57,2653975,1403832704,82,85,590.336,593.54,586.612,612.986,676.097,773.258
SH000001,1994/5/17,592.29,594.98,589.53,592.02,1637435,917132992,60,95,589.664,592.165,586.005,609.574,673.391,770.276
SH000001,1994/5/18,590.32,591.61,581.73,583.32,1945166,783223360,22,147,588.092,588.539,586.534,606.26,670.31,767.155
SH000001,1994/5/19,578.8,590.63,576.85,590.54,1231948,651372160,113,49,589.768,588.506,589.049,603.286,667.49,764.132
SH000001,1994/5/20,592.38,597.72,588.37,594.22,2057304,1441660800,111,53,590.534,589.348,589.639,600.517,664.747,760.862
SH000001,1994/5/23,594.52,597.15,586.39,587.65,1585670,865000448,42,138,589.55,589.943,590.718,597.477,661.417,757.714
SH000001,1994/5/24,586.5,590.52,586.5,590.46,1047124,605327680,100,70,589.238,589.451,592.201,595.19,658.409,754.526
SH000001,1994/5/25,591.23,592.85,585.15,586.76,1076634,682096896,59,116,589.926,589.009,592.553,592.562,655.567,751.208
SH000001,1994/5/26,586.09,587.16,575.93,577.46,1099491,648945920,22,154,587.31,588.539,591.501,589.918,652.823,747.897
SH000001,1994/5/27,572.97,574.78,566.37,573.36,1299107,774700992,39,146,583.138,586.836,590.188,587.827,650.138,744.568
SH000001,1994/5/30,565.63,565.87,543.19,544.26,6412940,661342336,9,171,574.46,582.005,587.773,585.076,647.104,740.932
SH000001,1994/5/31,538.45,556.28,537.78,556.26,3108227,493964160,168,10,567.62,578.429,585.297,583.48,644.402,737.269
SH000001,1994/6/1,554.08,556.9,543.88,545.05,2250024,558840192,17,163,559.278,574.602,581.57,582.557,641.632,733.292
SH000001,1994/6/2,543.3,548.12,543.1,546.58,1835763,415087264,66,88,553.102,570.206,579.356,582.768,638.806,729.433
SH000001,1994/6/3,547.21,555.39,547.15,548.75,1757665,554162624,112,36,548.18,565.659,577.503,581.646,636.304,725.798
SH000001,1994/6/6,549.03,549.66,540.99,542.97,1169550,361800384,31,138,547.922,561.191,575.567,580.876,633.397,722.168
SH000001,1994/6/7,541.16,541.25,527.93,529.76,586253,430936320,10,160,542.622,555.121,572.286,579.841,629.086,718.66
SH000001,1994/6/8,526.4,535.52,522.85,533.56,805043,539957376,139,32,540.324,549.801,569.405,578.302,625.099,715.396
SH000001,1994/6/9,534.24,536.89,521.02,523,931668,725095104,15,163,535.608,544.355,566.447,575.786,620.585,711.916
SH000001,1994/6/10,519.84,521.84,512.03,514.54,784703,531074624,17,161,528.766,538.473,562.654,572.949,616.227,708.637
SH000001,1994/6/13,505.54,505.68,491.61,492.03,707644,410018720,10,174,518.578,533.25,557.628,569.598,611.673,705.223
SH000001,1994/6/14,492.45,497.8,487.26,490.75,751739,429329504,77,87,510.776,526.699,552.564,565.764,607.659,702.781
SH000001,1994/6/15,492.84,498.71,491.18,496.11,829896,414025376,136,29,503.286,521.805,548.203,561.649,603.605,699.912
SH000001,1994/6/16,498.11,506.4,494.94,506.36,797724,435822272,165,8,499.958,517.783,543.995,558.832,599.958,697.289
SH000001,1994/6/17,509.09,528.45,504.13,527.85,1842022,992650176,163,3,502.62,515.693,540.676,556.9,596.684,694.739
SH000001,1994/6/20,523.37,531.11,500.46,502.43,1858212,1115201536,14,161,504.7,511.639,536.415,554.258,593.073,691.973
SH000001,1994/6/21,498.56,501.24,494.81,498.07,636656,372147040,41,127,506.164,508.47,531.795,551.014,589.671,689.124
SH000001,1994/6/22,499.14,509.19,499.14,505.18,556087,324051168,158,5,507.978,505.632,527.716,548.147,586.309,686.338
SH000001,1994/6/23,507.03,507.92,498.57,500.39,624638,391212928,24,143,506.784,503.371,523.863,545.422,582.876,683.665
SH000001,1994/6/24,499.91,500.5,490.68,492.33,599505,364686240,12,160,499.68,501.15,519.812,542.153,579.341,680.882
SH000001,1994/6/27,483.45,483.9,471.03,472.1,661367,380743392,5,168,493.614,499.157,516.203,538.137,575.562,677.868
SH000001,1994/6/28,470.54,472.95,468.77,469.95,387833,207516272,61,97,487.99,497.077,511.888,534.068,571.821,674.835
SH000001,1994/6/29,472.48,475.38,466.97,468.2,343038,192562032,45,108,480.594,494.286,508.046,530.231,568.245,671.798
SH000001,1994/6/30,466.35,471.18,458.74,469.29,475173,268926720,107,55,474.374,490.579,504.181,526.189,564.738,668.65
SH000001,1994/7/1,469.27,469.43,457.51,458.37,528995,309435968,13,157,467.582,483.631,499.662,521.661,561.089,665.226
SH000001,1994/7/4,446.23,446.86,438.12,438.58,519699,277932512,7,164,460.878,477.246,494.443,516.692,557.084,661.55
SH000001,1994/7/5,437.64,443.86,436.22,443.61,438989,237065952,156,17,455.61,471.8,490.135,511.797,553.494,657.744
SH000001,1994/7/6,444.59,445.05,430.77,431.71,562537,275081888,7,162,448.312,464.453,485.042,506.629,549.595,653.91
SH000001,1994/7/7,428.3,430.58,423.03,425.98,441382,239545344,29,125,439.65,457.012,480.191,501.579,545.748,650.06
SH000001,1994/7/8,426.25,438.06,425.9,437.75,596502,325375136,165,8,435.526,451.554,476.352,497.059,542.443,646.229
SH000001,1994/7/11,436.54,436.54,427.08,428.15,660753,406679072,9,161,433.44,447.159,473.158,493.189,539.132,642.72
SH000001,1994/7/12,427.62,431.15,427.23,429.21,322477,159813616,73,80,430.56,443.085,470.081,488.954,536.217,639.136
SH000001,1994/7/13,430.55,437.66,430.4,437.62,461652,251675040,173,4,431.742,440.027,467.156,485.373,533.965,635.824
SH000001,1994/7/14,437.53,440.59,430.57,431.8,790636,498111680,22,146,432.906,436.278,463.428,481.547,532.157,632.693
SH000001,1994/7/15,431.01,431.05,413,413.93,696118,369175488,9,166,428.142,431.834,457.732,477.053,529.349,629.454
SH000001,1994/7/18,405.61,406.64,397.47,398.96,450040,209533200,8,164,422.304,427.872,452.559,472.252,526.564,626.005
SH000001,1994/7/19,398.9,403.49,393.06,400.48,388639,179714848,96,54,416.558,423.559,447.68,467.943,523.892,622.349
SH000001,1994/7/20,401.98,402.59,393.14,393.87,334605,167150608,17,154,407.808,419.775,442.114,463.287,520.794,618.832
SH000001,1994/7/21,390.94,390.99,380.72,380.9,519747,240580880,10,162,397.628,415.267,436.139,458.55,517.168,615.236
SH000001,1994/7/22,378.19,378.23,362.29,363.73,782751,357768192,7,167,387.588,407.865,429.71,453.523,513.236,611.445
SH000001,1994/7/25,357.4,375.39,354.5,375.39,940691,425631040,161,10,382.874,402.589,424.874,449.635,509.617,607.913
SH000001,1994/7/26,376.76,388.8,372.11,388.75,1693892,797643776,171,4,380.528,398.543,420.814,446.235,506,604.734
SH000001,1994/7/27,387.81,392.17,369.04,371.1,1834646,855892480,17,160,375.974,391.891,415.959,442.068,501.858,601.534
SH000001,1994/7/28,366.55,367.72,339.04,339.81,1280774,557004736,17,167,367.756,382.692,409.485,436.516,497.674,597.93
SH000001,1994/7/29,335.45,338.96,325.89,333.92,1183388,482767168,39,139,361.794,374.691,403.263,430.052,493.476,594.212
SH000001,1994/8/1,394.87,448.91,377.97,445.64,6203991,3047689984,178,6,375.844,379.359,403.616,428.159,491.208,591.276
SH000001,1994/8/2,451.18,494.81,431.58,432.61,9188949,5343167488,38,131,384.616,382.572,403.065,425.977,488.496,588.382
SH000001,1994/8/3,438.52,523.03,434.11,522.98,8344837,4575471616,169,6,414.992,395.483,407.629,426.57,487.359,586.301
SH000001,1994/8/4,558.69,592.98,522.98,562.77,17575994,10538590208,154,23,459.584,413.67,414.469,428.65,487.036,584.523
SH000001,1994/8/5,579.47,683.04,582.11,683.04,17730584,10436576256,177,5,529.408,445.601,426.733,435.007,488.58,583.81
SH000001,1994/8/8,720.48,754.67,671.67,711.8,15876782,11441736704,131,54,582.64,479.242,440.915,442.997,490.567,583.332
SH000001,1994/8/9,715.54,705.08,608.68,621.58,9620499,6787234816,133,54,620.434,502.525,450.534,448.051,491.06,582.225
SH000001,1994/8/10,619.34,739.66,597.26,739.66,14283869,9542152192,184,2,663.77,539.381,465.636,457.1,493.665,581.988
SH000001,1994/8/11,765.32,768.08,684.53,689.31,16929738,12471932928,26,159,689.078,574.331,478.512,464.434,495.311,581.401
SH000001,1994/8/12,676.07,731.02,675.28,689.66,7254856,4955084288,57,116,690.402,609.905,492.298,472.143,496.902,580.825
SH000001,1994/8/15,671.1,691.22,654.22,665.88,4551258,3055076352,17,164,681.218,631.929,505.644,479.72,498.206,579.812
SH000001,1994/8/16,670,713.9,668,693.01,7200028,4355285504,175,4,695.504,657.969,520.271,488.033,499.915,579.162
SH000001,1994/8/17,703.88,725.04,693.02,725.04,5418757,4597869568,173,4,692.58,678.175,536.829,497.811,502.22,578.893
SH000001,1994/8/18,734.84,772.32,726.09,748.56,13240724,11000313856,174,8,704.43,696.754,555.212,508.564,505.072,578.947
SH000001,1994/8/19,750.67,760.27,707.02,713.85,8427971,6684195328,4,179,709.268,699.835,572.718,517.767,507.413,578.776
SH000001,1994/8/22,680.07,697.55,668.72,681.8,4689260,3362148096,8,169,712.452,696.835,588.039,526.222,509.705,578.405
SH000001,1994/8/23,694.71,714.62,673.67,714.61,4099112,3007486720,167,12,716.772,706.138,604.331,535.735,512.344,578.373
SH000001,1994/8/24,718.61,727.41,704.67,705.71,5104218,4762955264,38,134,712.906,702.743,621.062,544.672,515.022,578.327
SH000001,1994/8/25,704.47,724.15,704.47,722.23,4022221,3393026560,136,43,707.64,706.035,640.183,554.353,517.95,578.378
SH000001,1994/8/26,728.26,728.76,707.41,707.41,4949756,4132017408,35,144,706.352,707.81,658.857,564.135,520.594,578.449
SH000001,1994/8/29,716.87,717.95,706.52,710.68,3753917,3713521664,91,91,712.128,712.29,672.109,574.526,523.389,578.393
SH000001,1994/8/30,715.45,763.07,715.45,756.2,8119895,7812270592,181,3,720.446,718.609,688.289,586.383,527.163,578.125
SH000001,1994/8/31,771.33,787.22,761.93,785.33,10734819,9438548992,164,15,736.37,724.638,701.406,599.432,531.359,578.229
SH000001,1994/9/1,785.61,813.42,785.56,790.19,8635736,7930486272,92,84,749.962,728.801,712.777,613.075,535.813,578.199
SH000001,1994/9/2,796.69,830.2,796.69,830.18,6685557,6524260352,171,13,774.516,740.434,720.135,628.623,541.073,578.65
SH000001,1994/9/5,871.16,940.76,868.15,940.61,18384264,14907975680,185,3,820.502,766.315,731.575,647.464,548.549,580.111
SH000001,1994/9/6,973.28,1008.01,936.81,1004.92,14313953,15753656320,159,24,870.246,795.346,750.742,668.003,557.119,582.389
SH000001,1994/9/7,977.3,1016.38,919.84,931.57,11867307,12793026560,25,161,899.494,817.932,760.338,686.685,564.377,583.991
SH000001,1994/9/8,967.9,998.55,937.26,972.84,7921544,9731151872,164,11,936.024,842.993,774.514,707.786,572.151,586.055
SH000001,1994/9/9,982.43,997.67,950.81,962.52,8833818,9218570240,44,132,962.492,868.504,788.157,728.74,579.396,588.04
SH000001,1994/9/12,996.68,1023.3,981.81,1019.97,8087495,9068938240,174,12,978.364,899.433,805.862,747.884,588.021,590.547
SH000001,1994/9/13,1036.84,1052.93,1025.1,1033.47,10204499,11398095872,84,92,984.074,927.16,822.885,767.913,596.945,593.308
SH000001,1994/9/14,1040.95,1041.43,970.69,974.86,8062620,7864359424,18,162,992.732,946.113,835.375,782.975,604.773,595.541
SH000001,1994/9/15,985.33,991.12,930.62,972.54,4641504,5004640256,70,101,992.672,964.348,846.574,796.634,612.642,597.759
SH000001,1994/9/16,983.79,992.39,953.99,978.99,5237974,5216457216,115,55,995.966,979.229,859.831,806.499,620.753,600.047
SH000001,1994/9/19,944.25,970.06,925.83,927.62,4141982,3785485056,15,166,977.496,977.93,872.122,813.693,628.345,601.953
SH000001,1994/9/20,922.8,933.28,897.38,914.39,3326538,3181837568,47,128,953.68,968.877,882.112,823.454,635.752,603.787
SH000001,1994/9/21,928.75,969.03,928.75,969.03,3536784,3698107904,175,6,952.514,972.623,895.277,831.099,644.099,606.172
SH000001,1994/9/22,974.21,974.25,913.94,918.44,4560400,4723348992,8,171,941.694,967.183,905.088,838.737,651.585,608.162
SH000001,1994/9/23,908.75,912.95,865.93,867.65,4166424,4052413184,5,175,919.426,957.696,913.1,844.67,658.407,609.748
SH000001,1994/9/26,856.17,884.27,844.32,880.6,2765865,2746748928,142,34,910.022,943.759,921.596,851.827,665.774,611.429
SH000001,1994/9/27,880.69,886.96,865.24,870.15,2366060,2479185920,34,142,901.174,927.427,927.294,857.732,672.883,613.188
SH000001,1994/9/28,881.14,913.29,881.93,912.38,3719895,3585119232,172,16,889.844,921.179,933.646,863.977,680.894,615.245
SH000001,1994/9/29,921.81,922.29,823.05,839.37,3624128,3758015232,2,181,874.03,907.862,936.105,867.004,687.784,616.766
SH000001,1994/9/30,811.83,835.5,789.64,791.15,3668768,3295479296,10,177,858.73,889.078,934.154,869.58,693.674,618.058
SH000001,1994/10/5,770.9,775.85,681.87,706.42,3261097,2810026496,4,187,823.894,866.958,922.444,870.401,698.312,618.722
SH000001,1994/10/6,731.65,736.29,659.89,660.5,2837029,2302783232,5,177,781.964,841.569,905.223,868.597,702.166,619.192
SH000001,1994/10/7,638.32,759.8,546.79,738.03,6343068,5041047040,176,11,747.094,818.469,895.546,869.675,707.173,620.569
SH000001,1994/10/10,678.02,727.47,665.74,698.93,5216785,4840296448,14,169,719.006,796.518,881.851,868.898,711.625,621.891
SH000001,1994/10/11,712.03,721.66,700.02,705.07,2284055,1991256832,127,38,701.79,780.26,868.978,868.82,716.478,622.913
SH000001,1994/10/12,712.39,725.67,706.56,711.01,2136532,1775088000,127,47,702.708,763.301,853.53,868.831,721.679,624.121
SH000001,1994/10/13,706.76,706.76,634.67,635.38,3638976,2532816640,5,176,697.684,739.824,833.625,864.804,725.594,624.743
SH000001,1994/10/14,608.07,666.92,593.05,663.75,3270026,2721504512,173,5,682.828,714.961,818.07,860.751,730.091,625.443
SH000001,1994/10/17,617.9,633.16,615.5,616.34,1350710,1028189568,3,175,666.31,692.658,800.26,854.956,734.016,625.592
SH000001,1994/10/18,625.49,630.16,619.11,624.52,898639,675016896,157,14,650.2,675.995,782.536,848.101,738.362,625.799
SH000001,1994/10/19,631.34,654.06,631.24,652.89,1934320,1455494144,175,6,638.576,670.642,768.8,838.51,742.987,626.302
SH000001,1994/10/20,663.31,718.99,665.61,718.99,4762115,4089376000,177,11,655.298,676.491,759.03,828.979,748.491,627.245
SH000001,1994/10/21,730.97,746.9,706.41,712.71,6549281,6523713024,42,136,665.09,673.959,746.214,821.684,754.185,628.021
SH000001,1994/10/24,741.05,785.95,734.93,785.85,6031523,5604240384,176,8,698.992,682.651,739.585,815.451,761.618,629.646
SH000001,1994/10/25,794.57,794.85,744.52,744.52,5659518,5355785728,7,169,722.992,686.596,733.428,808.184,768.462,630.969
SH000001,1994/10/26,725.94,730.8,683.4,686.31,3347930,2874022656,5,176,729.676,684.126,723.714,797.062,772.473,631.841
SH000001,1994/10/27,682.02,703.62,678.18,703.62,1905228,1429674240,175,7,726.602,690.95,715.387,786.067,776.99,632.743
SH000001,1994/10/28,695.66,702.92,675.65,677.45,2598664,1766982400,18,172,719.55,692.32,703.641,776.153,779.564,633.462
SH000001,1994/10/31,648.24,665.1,642.86,654.98,1551624,1051577344,20,166,693.376,696.184,694.421,765.568,781.101,634.068
SH000001,1994/11/1,667.66,675.66,657.27,673.79,1199615,902302272,173,9,679.23,701.111,688.553,755.395,780.947,634.763
SH000001,1994/11/2,667.05,672.12,663.77,667.86,1008648,650360256,22,153,675.54,702.608,686.625,746.736,780.215,635.391
SH000001,1994/11/3,675.32,722.6,675.04,717.36,3411273,2974120704,173,6,678.288,702.445,689.468,740.168,781.811,636.435
SH000001,1994/11/4,717.61,717.65,664.69,666.77,2777741,2289476608,4,179,676.152,697.851,685.905,730.093,780.596,637.131
SH000001,1994/11/7,649.14,678.45,648.68,674.67,1213088,965195200,144,28,680.09,686.733,684.692,721.967,780.352,637.832
SH000001,1994/11/8,707.27,735.83,697.82,709.69,4271395,4398732800,179,8,687.27,683.25,684.923,716.702,780.686,638.794
SH000001,1994/11/9,691.98,724.72,691.98,723.91,2510967,2575883520,157,15,698.48,687.01,685.568,711.479,781.653,639.93
SH000001,1994/11/10,738,743.22,710.01,711.68,2914387,3032842240,17,169,697.344,687.816,689.383,706.197,781.964,640.94
SH000001,1994/11/11,725.88,731.16,708,731.16,1982480,1762554240,173,6,710.222,693.187,692.753,700.156,782.066,642.143
SH000001,1994/11/14,731.63,739.56,725.53,733.39,2434356,2209472512,107,52,721.966,701.028,698.606,696.623,781.813,643.443
SH000001,1994/11/15,717.3,724.39,704.89,705.43,1813599,1699881472,4,177,721.114,704.192,702.651,693.766,781.673,644.543
SH000001,1994/11/16,704.94,712.38,694.26,706.63,1135136,1129399168,62,95,717.658,708.069,705.339,693.773,782.087,645.896
SH000001,1994/11/17,707.16,709.89,696.88,697.17,912134,932018496,19,157,714.756,706.05,704.247,694.995,781.796,647.07
SH000001,1994/11/18,690.66,698.82,685.62,698.81,706662,603358528,94,65,708.286,709.254,703.552,693.688,781.681,648.352
SH000001,1994/11/21,695.75,703.59,693.94,699.1,345825,286605376,70,86,701.428,711.697,699.215,693.694,781.296,649.623
SH000001,1994/11/22,702.04,705.25,690.05,692.39,724103,618243456,7,164,698.82,709.967,696.609,693.271,781.045,650.82
SH000001,1994/11/23,690.98,691.61,676.5,679.61,690296,556339648,5,181,693.416,705.537,696.273,692.224,780.528,651.958
SH000001,1994/11/24,676.16,684.02,674.65,678.02,583816,453762400,52,114,689.586,702.171,694.993,693.646,779.225,653.194
