代码,日期,开盘,最高,最低,收盘,成交量,成交额,涨数,跌数,MA1,MA2,MA3,MA4,MA5,MA6
SH000001,2013/9/13,2251.46,2259.41,2228.48,2236.22,171984224,1.406E+11,350,587,2236.718,2179.518,2132.393,2112.021,2058.942,2147.988
SH000001,2013/9/16,2244.46,2248.47,2226.16,2231.39,154884016,1.33581E+11,395,517,2240.492,2192.812,2139.682,2118.051,2063.411,2147.271
SH000001,2013/9/17,2230.38,2230.92,2184.91,2185.56,154542560,1.3246E+11,147,800,2230.008,2199.057,2145.331,2122.22,2067.178,2146.116
SH000001,2013/9/18,2185.93,2195.89,2172.04,2191.85,115111888,1.01333E+11,689,225,2220.124,2205.48,2151.275,2127.055,2071.184,2144.979
SH000001,2013/9/23,2199.36,2223.07,2198.34,2221.04,133174856,1.21468E+11,861,76,2213.212,2215.342,2158.971,2132.927,2075.701,2144.098
SH000001,2013/9/24,2219.47,2219.54,2187.24,2207.53,160415056,1.43331E+11,340,598,2207.474,2222.096,2166.475,2138.103,2079.507,2143.347
SH000001,2013/9/25,2206.23,2217.97,2193.72,2198.52,160212768,1.4378E+11,275,647,2200.9,2220.696,2171.577,2141.345,2082.895,2142.491
SH000001,2013/9/26,2192.23,2192.23,2154.72,2155.81,140415344,1.2568E+11,126,819,2194.95,2212.479,2174.189,2143,2085.382,2141.82
SH000001,2013/9/27,2150.96,2165.78,2149.59,2160.03,105401792,97811677184,522,372,2188.586,2204.355,2177.125,2144.997,2088.145,2141.182
SH000001,2013/9/30,2167.73,2176.3,2165.15,2174.65,92810080,88982757376,738,179,2179.308,2196.26,2180.997,2148.089,2090.954,2140.684
SH000001,2013/10/8,2171.89,2200.02,2161.49,2198.2,126710200,1.14992E+11,778,158,2177.442,2192.458,2185.988,2152.414,2094.137,2140.438
SH000001,2013/10/9,2191.38,2212.35,2185.17,2211.77,130871736,1.17966E+11,630,281,2180.092,2190.496,2191.654,2156.62,2098.362,2140.325
SH000001,2013/10/10,2214.39,2214.59,2186.48,2190.92,149775904,1.36575E+11,313,629,2187.114,2191.032,2195.044,2160.564,2102.12,2140.153
SH000001,2013/10/11,2201.4,2228.87,2200.53,2228.14,156892176,1.42272E+11,833,121,2200.736,2194.661,2200.071,2165.737,2105.787,2140.173
SH000001,2013/10/14,2232.22,2242.98,2226.39,2237.77,165983392,1.51627E+11,590,335,2213.36,2196.334,2205.838,2171.425,2108.533,2140.27
SH000001,2013/10/15,2237.92,2240.25,2221.13,2233.4,153722832,1.38542E+11,422,498,2220.4,2198.921,2210.509,2177.29,2111.765,2140.385
SH000001,2013/10/16,2228.11,2228.11,2183.39,2193.07,154638640,1.38166E+11,126,822,2216.66,2198.376,2209.536,2180.51,2113.993,2140.271
SH000001,2013/10/17,2201.71,2211.03,2183.25,2188.54,126767944,1.13139E+11,443,458,2216.184,2201.649,2207.064,2183.342,2116.04,2140.326
SH000001,2013/10/18,2188.71,2203.29,2184.36,2193.78,103724632,90814169088,521,388,2209.312,2205.024,2204.689,2186.425,2118.521,2140.317
SH000001,2013/10/21,2198.11,2230.28,2190.38,2229.24,136694400,1.23936E+11,882,57,2207.606,2210.483,2203.372,2190.825,2121.952,2140.613
SH000001,2013/10/22,2227.34,2227.34,2204.24,2210.64,149132832,1.34995E+11,330,608,2203.054,2211.727,2202.093,2194.568,2125.585,2140.721
SH000001,2013/10/23,2213.27,2226.85,2177.73,2183.11,146347088,1.2579E+11,156,787,2201.062,2208.861,2199.678,2197.39,2128.558,2140.208
SH000001,2013/10/24,2178.82,2183.4,2159.87,2164.32,103008952,90001866752,298,629,2196.218,2206.201,2198.616,2198.763,2130.565,2139.56
SH000001,2013/10/25,2163.68,2170.61,2122.67,2132.96,113924520,99671695360,152,786,2184.054,2196.683,2195.672,2198.941,2132.226,2139.13
SH000001,2013/10/28,2135.87,2140.96,2123.07,2133.87,88401320,77889331200,447,472,2164.98,2186.293,2191.313,2199.323,2134.104,2138.426
SH000001,2013/10/29,2135.23,2163.65,2093.2,2128.86,143092816,1.17348E+11,136,817,2148.624,2175.839,2187.38,2198.952,2136.071,2137.839
SH000001,2013/10/30,2126.68,2161.92,2121.84,2160.46,119643360,95233753088,847,109,2144.094,2172.578,2185.477,2197.217,2139.14,2137.694
SH000001,2013/10/31,2155.51,2155.51,2137.47,2141.61,108063024,88638832640,304,605,2139.552,2167.885,2184.767,2194.004,2141.666,2137.423
SH000001,2013/11/1,2139.87,2157.31,2132.62,2149.56,89118480,76271861760,450,448,2142.872,2163.463,2184.243,2190.947,2144.262,2136.957
SH000001,2013/11/4,2156.09,2160.58,2143.21,2149.62,76147944,66305998848,570,328,2146.022,2155.501,2182.992,2187.415,2146.271,2136.277
SH000001,2013/11/5,2139.84,2158.14,2124.85,2157.24,91900032,77963321344,668,227,2151.698,2150.161,2180.944,2184.782,2148.401,2135.625
SH000001,2013/11/6,2149.38,2166.16,2138.78,2139.61,100487344,86547128320,241,682,2147.528,2145.811,2177.336,2181.723,2149.887,2134.736
SH000001,2013/11/7,2136.62,2141.6,2119.18,2129.39,81842608,70177472512,214,716,2145.084,2142.318,2174.26,2179.85,2151.035,2133.872
SH000001,2013/11/8,2120.91,2128.58,2103.51,2106.12,83096856,70325215232,169,780,2136.396,2139.634,2168.158,2176.993,2152.024,2132.7
SH000001,2013/11/11,2103.3,2117.28,2093.62,2109.47,69678296,59934060544,595,318,2128.366,2137.194,2161.744,2173.274,2153.1,2131.596
SH000001,2013/11/12,2110.72,2127.93,2108.39,2126.77,79446728,67951267840,753,163,2122.272,2136.985,2156.412,2170.582,2154.343,2130.844
SH000001,2013/11/13,2117.88,2117.9,2086.01,2087.93,88257096,73376063488,118,830,2111.936,2129.732,2151.155,2166.895,2154.12,2129.704
SH000001,2013/11/14,2087.12,2102.37,2078.99,2100.51,83799376,72089886720,713,198,2106.16,2125.622,2146.753,2165.052,2154.026,2128.443
SH000001,2013/11/15,2100.89,2153.21,2100.79,2135.83,125894520,1.13364E+11,905,47,2112.102,2124.249,2143.856,2164.245,2154.621,2127.217
SH000001,2013/11/18,2147.37,2198.32,2143.77,2197.22,157502720,1.43246E+11,913,40,2129.652,2129.009,2142.255,2164.998,2156.543,2126.361
SH000001,2013/11/19,2198.32,2203.3,2186.11,2193.12,125082304,1.15942E+11,387,507,2142.922,2132.597,2141.379,2164.828,2158.621,2125.428
SH000001,2013/11/20,2201.47,2207.1,2186.63,2206.61,118961864,1.0482E+11,686,210,2166.658,2139.297,2142.554,2164.656,2160.638,2124.629
SH000001,2013/11/21,2197.01,2206.53,2177.74,2205.77,137245520,1.20005E+11,346,573,2187.71,2146.935,2144.626,2165.151,2162.858,2124.047
SH000001,2013/11/22,2206.47,2211.07,2188.77,2196.37,113866456,1.0245E+11,274,631,2199.818,2155.96,2147.797,2164.092,2164.915,2123.279
SH000001,2013/11/25,2186.06,2209.14,2181.41,2186.12,108282656,96747315200,390,518,2197.598,2163.625,2150.41,2162.371,2166.898,2122.388
SH000001,2013/11/26,2184.33,2192.58,2176.17,2183.07,100460832,84536639488,458,443,2195.588,2169.255,2153.12,2160.693,2168.991,2121.236
SH000001,2013/11/27,2181.73,2207.62,2176.85,2201.07,115384408,1.02163E+11,723,189,2194.48,2180.569,2155.151,2160.96,2170.735,2120.211
SH000001,2013/11/28,2204.37,2234.38,2202.62,2219.37,134456784,1.19645E+11,663,252,2197.2,2192.455,2159.039,2161.987,2172.665,2119.391
SH000001,2013/11/29,2221.62,2224.93,2212.26,2220.5,106959056,97834024960,484,400,2202.026,2200.922,2162.585,2162.878,2174.652,2118.724
SH000001,2013/12/2,2203.12,2231.91,2172.62,2207.37,174281984,1.51936E+11,105,852,2206.276,2201.937,2165.473,2162.149,2176.487,2117.958
SH000001,2013/12/3,2196.82,2227.91,2193.25,2222.66,113506408,1.00777E+11,852,96,2214.194,2204.891,2168.744,2162.55,2178.559,2117.544
SH000001,2013/12/4,2219.97,2260.87,2215.91,2251.76,157292944,1.35498E+11,863,82,2224.332,2209.406,2174.352,2164.838,2181.114,2117.384
SH000001,2013/12/5,2252.72,2255.26,2239.13,2247.06,122048416,1.05837E+11,437,450,2229.87,2213.535,2180.235,2167.596,2183.18,2117.425
SH000001,2013/12/6,2242.56,2248.14,2228.62,2237.11,103700928,92254756864,352,551,2233.192,2217.609,2186.785,2171.068,2185.005,2117.644
SH000001,2013/12/9,2241.79,2249.16,2231.73,2238.2,93273640,84432478208,578,310,2239.358,2222.817,2193.221,2174.545,2186.934,2118.392
SH000001,2013/12/10,2239.86,2250.5,2231.67,2237.49,109043136,95556296704,456,455,2242.324,2228.259,2198.757,2178.166,2188.559,2119.021
SH000001,2013/12/11,2228.62,2228.62,2193.15,2204.16,109473152,94389297152,162,787,2232.804,2228.568,2204.569,2179.623,2188.42,2119.421
SH000001,2013/12/12,2199.32,2214.55,2194.89,2202.8,86108672,76003328000,452,426,2223.952,2226.911,2209.683,2181.663,2187.833,2119.783
SH000001,2013/12/13,2188.26,2204.63,2183.84,2196.07,85101008,72637505536,475,424,2215.744,2224.468,2212.695,2183.213,2187.08,2120.222
SH000001,2013/12/16,2197.23,2201.7,2159.99,2160.86,101387592,86422953984,125,826,2200.276,2219.817,2210.877,2183.588,2185.501,2120.862
SH000001,2013/12/17,2161.54,2165.54,2146.31,2151.08,78578936,66921598976,312,592,2182.994,2212.659,2208.775,2183.382,2184.082,2121.512
SH000001,2013/12/18,2150.4,2156.59,2142.62,2148.29,64173584,55420596224,427,460,2171.82,2202.312,2205.859,2183.672,2182.697,2123.054
SH000001,2013/12/19,2153.66,2159.13,2126.25,2127.79,73123480,61496942592,174,748,2156.818,2190.385,2201.96,2183.618,2181.734,2124.456
SH000001,2013/12/20,2128.37,2131.74,2082.85,2084.79,86775216,72198201344,179,765,2134.562,2175.153,2196.381,2182.907,2179.95,2125.567
SH000001,2013/12/23,2089.54,2099.52,2068.54,2089.71,68146640,58435624960,348,560,2120.332,2160.304,2191.561,2182.249,2177.761,2126.731
SH000001,2013/12/24,2094.07,2111.81,2079.81,2092.9,70251464,61697069056,645,258,2108.696,2145.845,2187.052,2181.12,2175.851,2127.679
SH000001,2013/12/25,2095.02,2107.23,2088.3,2106.35,65139096,58136846336,717,195,2100.308,2136.064,2182.316,2181.734,2174.314,2128.604
SH000001,2013/12/26,2102.65,2102.65,2070.55,2073.1,78541408,66767122432,115,839,2089.37,2123.094,2175.002,2180.82,2172.936,2129.159
SH000001,2013/12/27,2074.59,2110.36,2069.59,2101.25,76756824,66394443776,874,67,2092.662,2113.612,2169.04,2179.667,2171.956,2130.051
SH000001,2013/12/30,2108.87,2112.01,2095.06,2097.53,74085056,63038943232,487,403,2094.226,2107.279,2163.548,2176.344,2170.671,2130.813
SH000001,2013/12/31,2090.67,2120.27,2087.41,2115.98,80474376,71456284672,636,278,2098.842,2103.769,2158.214,2173.773,2169.301,2131.719
SH000001,2014/1/2,2112.12,2113.11,2101.02,2109.38,68485488,61921353728,468,432,2099.448,2099.878,2151.095,2170.532,2167.594,2132.978
SH000001,2014/1/3,2101.54,2102.16,2075.89,2083.13,84497240,72372232192,165,776,2101.454,2095.412,2142.898,2166.444,2165.798,2133.959
SH000001,2014/1/6,2078.67,2078.67,2034.01,2045.71,89587608,72895397888,60,898,2090.346,2091.504,2133.329,2161.422,2162.757,2134.272
SH000001,2014/1/7,2034.22,2052.28,2029.25,2047.31,63402936,54638641152,579,321,2080.302,2087.264,2123.784,2156.795,2159.583,2134.058
SH000001,2014/1/8,2047.26,2062.95,2037.11,2044.34,71647360,62941429760,313,611,2065.974,2082.408,2114.126,2152.171,2156.432,2134.099
SH000001,2014/1/9,2041.77,2057.2,2026.45,2027.62,75941880,67605663744,200,742,2049.622,2074.535,2105.3,2146.389,2153.674,2133.834
SH000001,2014/1/10,2023.54,2029.3,2008.01,2013.3,75616120,61044551680,191,728,2035.656,2068.555,2095.824,2139.52,2150.754,2133.397
SH000001,2014/1/13,2014.98,2027.18,2000.4,2009.56,66544776,55616749568,385,523,2028.426,2059.386,2086.499,2132.489,2147.683,2133.102
SH000001,2014/1/14,2007.16,2027.43,2001.14,2026.84,70366616,56687624192,859,89,2024.332,2052.317,2079.798,2126.471,2144.31,2133.131
SH000001,2014/1/15,2024.23,2027.41,2010.2,2023.35,67436224,57740357632,443,442,2020.134,2043.054,2073.412,2119.827,2141.188,2133.387
SH000001,2014/1/16,2022.54,2034.71,2014.41,2023.7,72755720,62829760512,538,349,2019.35,2034.486,2067.182,2112.225,2138.532,2133.545
SH000001,2014/1/17,2017.52,2017.87,2001.33,2004.95,67305720,57039564800,127,814,2017.68,2026.668,2061.04,2104.155,2135.875,2133.22
SH000001,2014/1/20,2001.89,2005.93,1984.81,1991.25,56271248,48298782720,312,577,2014.018,2021.222,2056.363,2095.96,2133.514,2132.87
SH000001,2014/1/21,1992.02,2014.15,1992.02,2008.31,59844912,52017917952,848,87,2010.312,2017.322,2052.293,2088.297,2131.421,2132.762
SH000001,2014/1/22,2009.97,2052.34,2008.93,2051.75,98892856,84126662656,937,19,2015.992,2018.063,2050.236,2082.105,2130.136,2133.103
SH000001,2014/1/23,2048.33,2052.53,2039.05,2042.18,84210584,76083322880,360,542,2019.688,2019.519,2047.027,2076.706,2128.165,2133.652
SH000001,2014/1/24,2037.67,2060.99,2034.45,2054.38,92947920,82346180608,766,146,2029.574,2023.627,2046.091,2071.759,2126.711,2134.188
SH000001,2014/1/27,2044.27,2044.85,2029.63,2033.3,88815424,81914216448,280,647,2037.984,2026.001,2042.693,2066.333,2124.773,2134.517
SH000001,2014/1/28,2036.4,2047.13,2026.99,2038.51,72529040,65751605248,428,465,2044.024,2027.168,2039.742,2062.255,2122.921,2134.596
SH000001,2014/1/29,2042.18,2051.58,2039.77,2049.9,73865464,67694125056,537,350,2043.654,2029.823,2036.438,2058.882,2121.132,2134.767
SH000001,2014/1/30,2045.93,2045.93,2031.47,2033.08,62615184,58264498176,253,665,2041.834,2030.761,2032.624,2055.042,2119.357,2134.622
SH000001,2014/2/7,2022.31,2044.73,2014.7,2044.5,73598752,67829923840,706,195,2039.858,2034.716,2030.692,2052.265,2117.942,2134.489
SH000001,2014/2/10,2049.98,2087.97,2049.98,2086.07,124331832,1.12723E+11,927,25,2050.412,2044.198,2032.71,2052.308,2117.608,2134.816
SH000001,2014/2/11,2086.17,2111.06,2082.52,2103.66,142211328,1.25267E+11,588,312,2063.442,2053.733,2035.527,2052.773,2117.511,2135.305
SH000001,2014/2/12,2103.83,2110.89,2096.51,2109.96,126333184,1.10804E+11,641,265,2075.454,2059.554,2038.808,2053.342,2117.231,2135.787
SH000001,2014/2/13,2106.92,2122.83,2096.97,2098.39,146532640,1.24377E+11,218,718,2088.516,2065.175,2042.347,2053.076,2117.405,2135.762
SH000001,2014/2/14,2097.32,2116.18,2095.09,2115.85,111517952,97399668736,842,88,2102.786,2071.322,2047.474,2054.501,2117.661,2135.843
SH000001,2014/2/17,2124.87,2136.45,2117.68,2135.4,140244448,1.26214E+11,769,138,2112.652,2081.532,2053.767,2055.64,2117.654,2136.137
SH000001,2014/2/18,2134.13,2134.13,2113.12,2119.07,142869312,1.29787E+11,325,607,2115.734,2089.588,2058.378,2056.358,2116.351,2136.447
SH000001,2014/2/19,2116.91,2152.96,2111.16,2142.55,151261248,1.27818E+11,573,352,2122.252,2098.853,2064.338,2057.243,2115.508,2137.065
SH000001,2014/2/20,2152.88,2177.98,2136.48,2138.78,157052272,1.30938E+11,254,672,2130.33,2109.423,2070.092,2058.223,2114.378,2137.508
SH000001,2014/2/21,2131.59,2132.7,2098.33,2113.68,117662648,99514286080,251,682,2129.896,2116.341,2075.529,2059.242,2112.843,2137.85
SH000001,2014/2/24,2099.72,2099.72,2058.79,2076.68,123555312,1.07202E+11,309,627,2118.152,2115.402,2079.8,2060.274,2110.848,2137.881
SH000001,2014/2/25,2077.28,2087.62,2026.54,2034.22,140132976,1.27824E+11,81,872,2101.182,2108.458,2081.095,2059.838,2108.316,2137.607
SH000001,2014/2/26,2026.61,2041.63,2014.38,2041.25,110112688,96117710848,620,309,2080.922,2101.587,2080.571,2059.735,2105.953,2137.472
SH000001,2014/2/27,2045.1,2068.31,2036.39,2047.35,132163856,1.12876E+11,275,641,2062.636,2096.483,2080.829,2060.392,2103.391,2137.063
SH000001,2014/2/28,2040.62,2058.49,2020.93,2056.3,111637904,95684075520,681,240,2051.16,2090.528,2080.925,2061.826,2100.673,2136.669
SH000001,2014/3/3,2052.08,2078.33,2047.06,2075.23,127460888,1.04981E+11,830,114,2050.87,2084.511,2083.021,2064.015,2098.252,2136.452
SH000001,2014/3/4,2068.11,2074.02,2050.12,2071.47,115925792,1.01116E+11,387,519,2058.32,2079.751,2084.669,2065.502,2095.987,2136.237
SH000001,2014/3/5,2073.29,2074.81,2050.17,2053.08,107733080,91623333888,309,607,2060.686,2070.804,2084.829,2066.493,2093.16,2135.86
SH000001,2014/3/6,2050.03,2065.79,2030.95,2059.58,109290136,92561448960,443,460,2063.132,2062.884,2086.154,2067.689,2089.957,2135.536
SH000001,2014/3/7,2058.37,2079.49,2050.47,2057.9,103709536,89332137984,320,611,2063.452,2057.306,2086.823,2069.454,2086.805,2134.992
SH000001,2014/3/10,2042.35,2042.63,1995.55,1999.06,115696664,95032991744,70,894,2048.218,2049.544,2082.473,2069.715,2082.837,2133.921
SH000001,2014/3/11,1994.42,2008.06,1985.6,2001.16,92705264,76870328320,579,338,2034.156,2046.238,2077.348,2069.476,2078.886,2132.91
SH000001,2014/3/12,1996.24,2011.06,1974.38,1997.68,101361720,79293071360,454,446,2023.076,2041.881,2071.734,2067.674,2074.89,2131.724
SH000001,2014/3/13,2000.68,2029.12,1996.53,2019.11,100978112,77979058176,748,177,2014.982,2039.057,2067.77,2066.905,2071.805,2130.113
SH000001,2014/3/14,2008.81,2017.91,1990.98,2004.34,87775112,69925888000,292,625,2004.27,2033.861,2062.195,2065.237,2068.498,2128.166
SH000001,2014/3/17,2009.88,2024.37,1999.25,2023.67,86250376,72017780736,845,88,2009.192,2028.705,2056.608,2064.916,2065.625,2126.352
SH000001,2014/3/18,2026.22,2034.92,2020.41,2025.2,96777192,83580452864,514,379,2014,2024.078,2051.915,2064.472,2063.364,2124.432
SH000001,2014/3/19,2019.98,2022.18,2002.43,2021.73,95180800,79473238016,432,487,2018.81,2020.943,2045.874,2063.533,2061.208,2122.645
SH000001,2014/3/20,2017.22,2030.85,1993,1993.48,110333048,88630976512,109,829,2013.684,2014.333,2038.609,2062.213,2058.627,2120.662
SH000001,2014/3/21,1987.68,2052.47,1986.06,2047.62,144477664,1.09438E+11,889,61,2022.34,2013.305,2035.306,2062.317,2057.291,2119.513
SH000001,2014/3/24,2050.83,2074.06,2043.33,2066.28,147700080,1.10244E+11,732,200,2030.862,2020.027,2034.786,2061.658,2056.983,2118.466
SH000001,2014/3/25,2063.32,2079.55,2057.49,2067.31,131822232,1.00174E+11,505,410,2039.284,2026.642,2036.44,2060.446,2056.609,2117.185
SH000001,2014/3/26,2070.57,2074.57,2057.64,2063.66,102611120,80463446016,358,553,2047.67,2033.24,2037.561,2058.903,2056.122,2115.986
SH000001,2014/3/27,2060.81,2073.98,2042.71,2046.59,119149376,94996463616,204,726,2058.292,2035.988,2037.522,2057.176,2055.126,2114.72
SH000001,2014/3/28,2046.85,2060.12,2035.24,2041.71,121681968,94221959168,266,646,2057.11,2039.725,2036.793,2054.705,2054.603,2113.77
SH000001,2014/3/31,2043.05,2048.12,2024.18,2033.31,94356536,71573692416,334,585,2050.516,2040.689,2034.697,2051.302,2053.471,2112.714
SH000001,2014/4/1,2031,2050.67,2028.1,2047.46,83286576,64512638976,820,93,2046.546,2042.915,2033.496,2048.915,2052.636,2111.654
SH000001,2014/4/2,2049.41,2060.78,2046.74,2058.99,102658528,77940637696,494,409,2045.612,2046.641,2033.792,2046.129,2051.686,2110.493
SH000001,2014/4/3,2063.5,2066.01,2037.45,2043.7,108618424,79480897536,330,583,2045.034,2051.663,2032.998,2042.96,2050.592,2109.093
SH000001,2014/4/4,2037.55,2060.1,2035.22,2058.83,83189056,66368647168,783,133,2048.458,2052.784,2033.045,2041.132,2050.187,2107.992
SH000001,2014/4/8,2054.53,2102.45,2052.89,2098.28,133370984,1.07966E+11,815,111,2061.452,2055.984,2038.005,2041.852,2051.063,2106.91
SH000001,2014/4/9,2100.64,2108.75,2095.63,2105.24,105340472,87366778880,606,276,2073.008,2059.777,2043.209,2044.219,2052.028,2105.806
SH000001,2014/4/10,2105.87,2146.66,2098.08,2134.3,156789616,1.29842E+11,562,332,2088.07,2066.841,2050.041,2047.321,2053.528,2104.98
SH000001,2014/4/11,2130.37,2138.64,2120.17,2130.54,131768360,1.11637E+11,372,538,2105.438,2075.236,2055.612,2050.094,2055.243,2104.459
SH000001,2014/4/14,2127.4,2134.42,2116.61,2131.54,102077856,86591717376,569,317,2119.98,2084.219,2061.972,2052.602,2057.214,2103.984
SH000001,2014/4/15,2125.89,2125.89,2098.14,2101.6,107531152,91135361024,217,700,2120.644,2091.048,2065.868,2053.481,2058.748,2103.216
SH000001,2014/4/16,2097.21,2112.05,2092.15,2105.12,89361656,75099480064,508,374,2120.62,2096.814,2069.865,2054.602,2060.052,2102.181
SH000001,2014/4/17,2108.95,2110.72,2095.71,2098.87,89896328,74257031168,336,567,2113.534,2100.802,2073.721,2056.129,2061.311,2101.25
SH000001,2014/4/18,2091.48,2099.63,2081.18,2097.75,88155696,72555978752,486,384,2106.976,2106.207,2078.935,2057.401,2062.545,2100.538
SH000001,2014/4/21,2085.98,2103.08,2065.23,2065.83,96378368,81654554624,124,813,2093.834,2106.907,2079.845,2057.665,2063.56,2099.718
SH000001,2014/4/22,2062.79,2073.65,2047.33,2072.83,98719880,82468102144,405,487,2088.08,2104.362,2080.173,2060.124,2064.919,2099.217
SH000001,2014/4/23,2068.08,2076.35,2059.11,2067.37,78531520,66156171264,359,521,2080.53,2100.575,2080.176,2062.331,2065.904,2098.662
SH000001,2014/4/24,2064.15,2075.76,2056.18,2057.03,78185952,64407531520,221,673,2072.162,2092.848,2079.844,2064.31,2065.992,2098.064
SH000001,2014/4/25,2060.54,2065.63,2035.56,2036.52,93042336,74155876352,125,788,2059.916,2083.446,2079.341,2064.89,2065.897,2097.031
SH000001,2014/4/28,2033.34,2035.99,2000.14,2003.49,89795264,68541493248,84,838,2047.448,2070.641,2077.43,2064.862,2065.049,2095.88
SH000001,2014/4/29,2001.9,2021.68,1997.64,2020.34,76221272,56776482816,784,119,2036.95,2062.515,2076.781,2064.751,2064.833,2094.803
SH000001,2014/4/30,2020.43,2029.54,2016.58,2026.36,74528576,57677357056,626,263,2028.748,2054.639,2075.727,2064.789,2064.631,2093.776
SH000001,2014/5/5,2022.18,2028.96,2007.35,2027.35,79933392,60093489152,629,258,2022.812,2047.487,2074.145,2064.977,2064.255,2092.694
SH000001,2014/5/6,2024.26,2038.7,2021.49,2028.04,74609408,57548111872,510,343,2021.116,2040.516,2073.362,2066.129,2064.171,2091.764
SH000001,2014/5/7,2023.15,2024.63,2008.45,2010.08,74360192,57558052864,120,781,2022.434,2034.941,2070.924,2064.877,2063.597,2090.77
SH000001,2014/5/8,2006.85,2036.93,2005.68,2015.27,77865392,59529363456,521,330,2021.42,2029.185,2066.773,2063.177,2062.417,2090.012
SH000001,2014/5/9,2016.5,2020.45,2001.3,2011.13,76224240,57505382400,280,599,2018.374,2023.561,2062.068,2061.304,2060.875,2089.193
SH000001,2014/5/12,2022.93,2055.51,2016.64,2052.87,115742080,88097005568,892,36,2023.478,2023.145,2057.997,2060.945,2059.924,2088.577
SH000001,2014/5/13,2055.08,2061.06,2043.55,2050.73,97223392,73741721600,335,555,2028.016,2024.566,2054.006,2061.083,2059.129,2088.267
SH000001,2014/5/14,2049.27,2056.57,2042.74,2047.91,72011128,56455290880,343,508,2035.582,2029.008,2049.824,2061.289,2057.997,2087.829
SH000001,2014/5/15,2044.38,2047.31,2022.86,2024.97,75845152,59773444096,98,817,2037.522,2029.471,2045.993,2061.011,2056.156,2086.905
SH000001,2014/5/16,2023.6,2027.76,2012.68,2026.5,66353660,51625885696,478,368,2040.596,2029.485,2042.062,2060.313,2054.614,2085.482
SH000001,2014/5/19,2023.01,2023.27,1996.01,2005.18,65329440,52975247360,225,671,2031.058,2027.268,2037.378,2058.519,2052.324,2083.916
SH000001,2014/5/20,2011.85,2018.16,2002.76,2008.12,61345384,49549017088,475,359,2022.536,2025.276,2032.896,2057.333,2050.146,2082.262
SH000001,2014/5/21,2001.31,2025.18,1991.06,2024.95,61811548,48415092736,758,119,2017.944,2026.763,2030.852,2056.204,2048.668,2080.755
SH000001,2014/5/22,2023.15,2041.96,2018.88,2021.29,74728472,59501662208,289,572,2017.208,2027.365,2028.275,2053.637,2047.745,2079.296
SH000001,2014/5/23,2020.11,2034.56,2017.74,2034.56,63488064,51464941568,724,147,2018.82,2029.708,2026.635,2051.281,2047.75,2078.033
SH000001,2014/5/26,2042.03,2045.38,2035.09,2041.48,70281216,59840434176,692,165,2026.08,2028.569,2025.857,2048.187,2047.754,2076.853
SH000001,2014/5/27,2039.79,2044.15,2032.84,2034.56,67577888,55920517120,230,634,2031.368,2026.952,2025.759,2044.988,2047.541,2075.466
SH000001,2014/5/28,2034.56,2052.65,2029.34,2050.23,81338640,68602224640,730,143,2036.424,2027.184,2028.096,2042.278,2047.44,2074.056
SH000001,2014/5/29,2051.84,2057.08,2039.24,2040.6,81242920,69472509952,172,724,2040.286,2028.747,2029.109,2040.244,2046.863,2072.557
SH000001,2014/5/30,2040.39,2046.96,2031.37,2039.21,75148896,62353641472,439,408,2041.216,2030.018,2029.751,2038.047,2046.325,2071.156
SH000001,2014/6/3,2039.2,2049.58,2037.3,2038.31,71584128,59296436224,322,538,2040.582,2033.331,2030.3,2036.029,2046.079,2069.62
SH000001,2014/6/4,2037.99,2038.48,2012.91,2024.83,72412768,57467547648,194,712,2038.636,2035.002,2030.139,2033.598,2045.5,2067.729
SH000001,2014/6/5,2019.43,2041.7,2016.17,2040.88,67949536,56376143872,781,103,2036.766,2036.595,2031.679,2032.766,2045.216,2066.01
SH000001,2014/6/6,2040.86,2041.56,2022.16,2029.96,66021744,55124242432,255,629,2034.638,2037.462,2032.413,2031.337,2045.731,2064.284
SH000001,2014/6/9,2024.93,2045.26,2023.2,2030.5,64788316,55139844096,273,586,2032.896,2037.056,2033.382,2030.108,2046.22,2062.553
SH000001,2014/6/10,2033.21,2052.77,2026.39,2052.53,79623720,65406103552,801,94,2035.74,2038.161,2033.365,2029.958,2047.134,2061.012
SH000001,2014/6/11,2049.12,2056.62,2045.41,2054.95,74444352,63177392128,474,368,2041.764,2040.2,2033.576,2030.573,2047.731,2059.768
SH000001,2014/6/12,2051.58,2057.1,2045.96,2051.71,81711184,69306425344,307,558,2043.93,2040.348,2033.766,2032.18,2048.521,2058.509
SH000001,2014/6/13,2049.21,2073.6,2048.62,2070.71,97174808,82546974720,726,153,2052.08,2043.359,2036.053,2033.859,2049.305,2057.465
SH000001,2014/6/16,2070.7,2087.32,2069.43,2085.98,95939768,79953076224,585,263,2063.176,2048.036,2039.027,2035.846,2050.318,2056.841
SH000001,2014/6/17,2080.48,2080.48,2064.66,2066.7,87800480,70923264000,178,728,2066.01,2050.875,2042.103,2037.158,2051.067,2056.137
SH000001,2014/6/18,2064.37,2066.9,2051.75,2055.52,87245352,70472933376,243,636,2066.124,2053.944,2044.473,2038.074,2052.101,2055.365
SH000001,2014/6/19,2054.62,2059.25,2017.65,2023.73,92914272,74628947968,75,841,2060.528,2052.229,2044.412,2038.529,2051.703,2054.497
